Total_flights_12,Total_flights_6,Total_distance_12,Total_distance_6,Total_points_earned,Total_points_redeem,Total_redeem_dollar,Flight_first_half,Flight_second_half,Month_active_12,redemption_rate,engagement_trend,Gender,Education,MaritalStatus,LoyaltyCard,EnrollmentType,EnrollmentYear,EnrollmentMonth,Churned
23.0,10,41498.0,14685,41498.0,0.0,0,13,10,12,0.0,-3,Male,Bachelor,Single,Star,Standard,2014,3,False
25.0,16,42776.0,27013,42776.0,386.0,69,9,16,12,0.009023540687752764,7,Male,College,Single,Nova,Standard,2016,6,False
15.0,8,17586.0,7972,17586.0,405.0,73,7,8,12,0.023028373230226874,1,Male,College,Single,Star,Standard,2015,2,False
26.0,19,27784.0,15448,27784.0,657.0,118,7,19,12,0.023645852078459602,12,Female,Master,Single,Star,Standard,2018,1,False
12.0,4,20110.0,8402,20110.0,0.0,0,8,4,12,0.0,-4,Male,Bachelor,Married,Aurora,Standard,2014,9,False
25.0,13,35706.0,17919,35706.0,601.0,108,12,13,12,0.016831433612456943,1,Female,Bachelor,Single,Star,Standard,2016,5,False
19.0,13,26135.0,15499,26135.0,0.0,0,6,13,12,0.0,7,Female,Bachelor,Married,Nova,Standard,2012,4,False
4.0,4,8020.0,8020,8020.0,0.0,0,0,4,12,0.0,4,Male,Bachelor,Married,Star,Standard,2018,11,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,Bachelor,Married,Star,Standard,2017,4,True
19.0,6,16909.0,6054,16909.0,610.0,110,13,6,12,0.036073329390892965,-7,Male,Master,Divorced,Star,Standard,2015,8,False
18.0,11,36456.0,21847,36456.0,377.0,68,7,11,12,0.010340949611871519,4,Female,Bachelor,Married,Star,Standard,2017,2,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,Bachelor,Married,Aurora,Standard,2018,12,False
15.0,11,20156.0,12591,20156.0,1148.0,206,4,11,12,0.0569529195812869,7,Female,Bachelor,Married,Nova,Standard,2015,4,False
22.0,17,39086.0,30582,39086.0,0.0,0,5,17,12,0.0,12,Female,Bachelor,Married,Aurora,Standard,2017,4,False
13.0,6,20366.0,11774,20366.0,718.0,129,7,6,12,0.03525310551382138,-1,Female,Bachelor,Married,Aurora,Standard,2016,2,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,Bachelor,Single,Nova,Standard,2018,9,False
16.0,7,19004.0,9446,19004.0,1277.0,230,9,7,12,0.0671928439884241,-2,Male,Bachelor,Married,Star,Standard,2015,7,False
28.0,17,31054.0,18445,31054.0,0.0,0,11,17,12,0.0,6,Female,Bachelor,Married,Star,Standard,2016,8,False
10.0,5,16452.0,9046,16452.0,668.0,120,5,5,12,0.04060049838935149,0,Male,High School or Below,Married,Star,Standard,2015,3,False
23.0,8,37772.0,12254,37772.0,1404.0,252,15,8,12,0.03716940671908506,-7,Female,Bachelor,Married,Star,Standard,2015,7,False
18.0,10,23030.0,10998,23030.0,1073.0,193,8,10,12,0.04658937953193522,2,Male,College,Single,Nova,Standard,2014,7,False
2.0,0,1708.0,0,1708.0,0.0,0,2,0,12,0.0,-2,Female,College,Single,Nova,Standard,2017,5,True
41.0,25,71156.0,51885,106733.0,0.0,0,16,25,11,0.0,9,Male,College,Single,Aurora,2018 Promotion,2018,3,False
50.0,21,78701.0,37797,118051.0,553.0,100,29,21,11,0.004684376376512045,-8,Female,College,Single,Star,2018 Promotion,2018,2,False
2.0,2,4776.0,4776,4776.0,0.0,0,0,2,12,0.0,2,Female,Bachelor,Married,Star,Standard,2018,9,False
22.0,9,30343.0,17253,30343.0,1547.0,278,13,9,12,0.05098207223833377,-4,Female,Bachelor,Single,Nova,Standard,2014,5,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,College,Single,Aurora,Standard,2017,1,True
19.0,10,22096.0,10188,22096.0,357.0,64,9,10,12,0.01615603928135041,1,Female,Bachelor,Divorced,Star,Standard,2012,12,False
16.0,12,12053.0,8457,12053.0,377.0,68,4,12,12,0.031275925004148,8,Female,Doctor,Married,Star,Standard,2017,12,False
15.0,11,22710.0,16902,22710.0,0.0,0,4,11,12,0.0,7,Male,Bachelor,Married,Star,Standard,2014,7,False
18.0,11,27639.0,19500,27639.0,562.0,101,7,11,12,0.0203328509406657,4,Male,Doctor,Married,Star,Standard,2015,6,False
25.0,13,38614.0,18713,38614.0,530.0,95,12,13,12,0.013725236307134533,1,Female,Bachelor,Married,Star,Standard,2014,2,False
13.0,4,20594.0,7240,20594.0,650.0,117,9,4,12,0.03156105850934693,-5,Male,Bachelor,Married,Nova,Standard,2015,12,True
60.0,38,89625.35999999994,76336,134437.0799999999,798.0,144,39,38,11,0.004549315607345035,-1,Male,Bachelor,Married,Nova,2018 Promotion,2018,3,False
11.0,11,22239.0,22239,22239.0,1131.0,204,0,11,12,0.05085431654676259,11,Male,College,Divorced,Star,Standard,2018,6,False
10.0,9,10291.0,8199,10291.0,0.0,0,1,9,12,0.0,8,Female,Master,Married,Nova,Standard,2015,8,False
19.0,8,25879.0,15366,25879.0,0.0,0,11,8,12,0.0,-3,Male,High School or Below,Married,Nova,Standard,2012,8,False
17.0,12,18752.0,11115,18752.0,0.0,0,5,12,12,0.0,7,Female,Bachelor,Married,Star,Standard,2013,10,False
17.0,6,26811.0,9861,26811.0,0.0,0,11,6,12,0.0,-5,Male,Bachelor,Married,Aurora,Standard,2013,1,False
16.0,13,23597.0,17075,23597.0,443.0,80,3,13,12,0.018772777354013052,10,Male,College,Married,Star,Standard,2016,5,False
18.0,9,26191.0,15165,26191.0,335.0,60,9,9,12,0.012790164935858278,0,Female,College,Single,Star,Standard,2015,4,False
24.0,20,29840.0,20848,44760.0,0.0,0,4,20,11,0.0,16,Male,Bachelor,Married,Nova,2018 Promotion,2018,3,False
13.0,9,16294.0,12468,16294.0,442.0,80,4,9,12,0.027124884934028842,5,Female,Bachelor,Married,Nova,Standard,2014,5,False
16.0,7,27268.0,10849,27268.0,0.0,0,9,7,12,0.0,-2,Female,Bachelor,Married,Nova,Standard,2017,2,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,Bachelor,Single,Aurora,Standard,2018,11,False
21.0,8,26906.0,8343,26906.0,0.0,0,13,8,12,0.0,-5,Female,Bachelor,Married,Nova,Standard,2014,6,False
2.0,0,2574.0,0,2574.0,0.0,0,2,0,12,0.0,-2,Male,College,Single,Nova,Standard,2017,11,True
24.0,17,40611.0,29009,40611.0,690.0,124,7,17,12,0.016990052201319807,10,Male,Bachelor,Married,Star,Standard,2017,9,False
26.0,22,27296.0,22274,27296.0,1323.0,239,4,22,12,0.04846686449060336,18,Female,Bachelor,Single,Star,Standard,2013,6,False
4.0,4,6787.0,6787,6787.0,414.0,75,0,4,12,0.060989982321744254,4,Female,College,Single,Nova,Standard,2018,9,False
18.0,13,22608.0,13364,22608.0,0.0,0,5,13,12,0.0,8,Female,College,Single,Star,Standard,2016,11,False
17.0,11,22128.0,18216,22128.0,427.0,77,6,11,12,0.01929594649554883,5,Female,Doctor,Divorced,Star,Standard,2012,8,False
20.0,8,26009.0,8683,26009.0,554.0,100,12,8,12,0.021299500192233756,-4,Female,Doctor,Married,Nova,Standard,2016,10,False
36.0,28,41232.0,28368,61848.0,0.0,0,8,28,11,0.0,20,Female,College,Single,Star,2018 Promotion,2018,4,False
33.0,17,52053.0,30401,52053.0,1245.0,224,16,17,12,0.02391747031928382,1,Male,Bachelor,Married,Star,Standard,2016,5,False
6.0,0,8234.0,0,8234.0,0.0,0,6,0,12,0.0,-6,Male,Bachelor,Married,Aurora,Standard,2013,7,False
22.0,12,25816.0,14078,25816.0,0.0,0,10,12,12,0.0,2,Female,College,Single,Aurora,Standard,2013,9,False
1.0,1,1744.0,1744,1744.0,0.0,0,0,1,12,0.0,1,Female,Bachelor,Married,Aurora,Standard,2018,9,False
15.0,9,24615.0,13571,24615.0,1651.0,297,6,9,12,0.06707019824504387,3,Male,Bachelor,Married,Nova,Standard,2015,10,False
22.0,9,39672.0,16594,39672.0,860.0,154,13,9,12,0.021677211201572857,-4,Female,Bachelor,Married,Nova,Standard,2017,5,False
26.0,11,30920.0,9398,30920.0,1492.0,268,15,11,12,0.04825199702467579,-4,Male,Bachelor,Married,Star,Standard,2015,7,False
16.0,12,21449.0,16753,21449.0,0.0,0,4,12,12,0.0,8,Female,Bachelor,Divorced,Star,Standard,2013,4,False
17.0,6,27473.0,10164,27473.0,0.0,0,11,6,12,0.0,-5,Male,Bachelor,Married,Star,Standard,2017,10,False
11.0,5,14943.0,4150,14943.0,804.0,144,6,5,12,0.05380085653104925,-1,Female,College,Married,Star,Standard,2013,7,False
19.0,10,28932.0,13519,28932.0,0.0,0,9,10,12,0.0,1,Female,Bachelor,Married,Nova,Standard,2014,6,False
4.0,4,5036.0,5036,5036.0,0.0,0,0,4,12,0.0,4,Male,Bachelor,Married,Star,Standard,2018,11,False
18.0,8,29631.0,14852,29631.0,1388.0,250,10,8,12,0.046841252699784015,-2,Male,Bachelor,Married,Star,Standard,2017,2,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,College,Married,Nova,Standard,2013,5,True
20.0,13,27979.0,17219,27979.0,1735.0,312,7,13,12,0.06200857755539671,6,Female,High School or Below,Single,Nova,Standard,2013,3,False
9.0,1,9621.0,1492,9621.0,294.0,53,8,1,12,0.03055497817501559,-7,Male,College,Single,Nova,Standard,2015,12,False
28.0,11,40015.0,18293,40015.0,0.0,0,17,11,12,0.0,-6,Male,Bachelor,Married,Star,Standard,2013,7,False
35.0,23,58257.0,33408,58257.0,0.0,0,12,23,12,0.0,11,Male,Bachelor,Divorced,Nova,Standard,2012,12,False
19.0,12,29807.0,18315,29807.0,386.0,69,7,12,12,0.012949543746645196,5,Male,Bachelor,Married,Star,Standard,2013,2,False
12.0,8,14787.0,9910,14787.0,0.0,0,4,8,12,0.0,4,Male,Bachelor,Married,Star,Standard,2016,12,False
7.0,7,13799.0,13799,13799.0,0.0,0,0,7,12,0.0,7,Male,Bachelor,Married,Nova,Standard,2018,8,False
22.0,13,35955.0,21191,35955.0,0.0,0,9,13,12,0.0,4,Female,Bachelor,Married,Nova,Standard,2013,6,False
4.0,4,4933.0,4933,4933.0,431.0,78,0,4,12,0.08735306039724361,4,Male,Bachelor,Married,Nova,Standard,2018,8,False
24.0,10,44265.0,20093,44265.0,458.0,82,14,10,12,0.010346541363574753,-4,Male,College,Single,Nova,Standard,2014,11,False
12.0,5,10938.0,4888,10938.0,0.0,0,7,5,12,0.0,-2,Male,High School or Below,Married,Star,Standard,2017,9,False
14.0,7,23586.0,12048,23586.0,353.0,64,7,7,12,0.014965871030652477,0,Female,College,Single,Star,Standard,2012,7,False
4.0,3,8306.0,5837,8306.0,0.0,0,1,3,12,0.0,2,Male,Bachelor,Married,Aurora,Standard,2016,10,False
18.0,12,27741.0,17418,27741.0,0.0,0,6,12,12,0.0,6,Female,College,Single,Nova,Standard,2016,4,False
17.0,8,22083.0,9584,22083.0,1073.0,193,9,8,12,0.0485872124615106,-1,Female,Bachelor,Married,Nova,Standard,2017,12,False
9.0,6,14979.0,11502,14979.0,0.0,0,3,6,12,0.0,3,Female,College,Married,Nova,Standard,2012,8,False
20.0,11,32035.0,17337,32035.0,0.0,0,9,11,12,0.0,2,Male,Bachelor,Married,Aurora,Standard,2016,5,False
14.0,8,24560.0,16550,24560.0,0.0,0,6,8,12,0.0,2,Female,Bachelor,Single,Star,Standard,2012,6,False
10.0,7,14923.0,7840,14923.0,504.0,91,3,7,12,0.03377110694183865,4,Female,Bachelor,Married,Nova,Standard,2013,11,False
20.0,14,20719.0,13420,20719.0,383.0,69,6,14,12,0.018484555984555985,8,Female,Bachelor,Single,Star,Standard,2016,3,False
34.0,17,67869.0,34872,67869.0,0.0,0,17,17,12,0.0,0,Female,Master,Married,Star,Standard,2015,5,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,Bachelor,Married,Star,Standard,2015,2,True
26.0,12,38081.0,19049,38081.0,515.0,93,14,12,12,0.013523449398666036,-2,Female,College,Married,Nova,Standard,2013,9,False
22.0,16,39156.0,28291,39156.0,1037.0,187,6,16,12,0.02648313200704855,10,Female,Bachelor,Married,Star,Standard,2016,12,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,Bachelor,Married,Nova,Standard,2013,12,True
7.0,5,9009.0,6183,9009.0,486.0,87,2,5,12,0.05394006659267481,3,Female,Master,Married,Aurora,Standard,2013,10,False
25.0,11,27823.0,9962,27823.0,598.0,108,14,11,12,0.02149223691776883,-3,Male,Doctor,Married,Aurora,Standard,2014,12,False
13.0,5,15698.0,3801,15698.0,668.0,120,8,5,12,0.042550480922351745,-3,Female,Bachelor,Divorced,Star,Standard,2012,9,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,College,Single,Aurora,Standard,2018,10,False
12.0,5,16548.0,4088,16548.0,0.0,0,7,5,12,0.0,-2,Female,College,Single,Star,Standard,2014,4,False
14.0,5,24333.0,10604,24333.0,0.0,0,9,5,12,0.0,-4,Male,Bachelor,Married,Star,Standard,2012,6,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,Bachelor,Married,Aurora,Standard,2012,6,False
11.0,11,16574.0,16574,16574.0,631.0,114,0,11,12,0.03806938159879336,11,Female,Bachelor,Married,Nova,Standard,2018,5,False
3.0,3,6096.0,6096,6096.0,0.0,0,0,3,12,0.0,3,Male,Bachelor,Married,Star,Standard,2018,11,False
3.0,3,5400.0,5400,5400.0,0.0,0,0,3,12,0.0,3,Male,Bachelor,Married,Nova,Standard,2018,9,False
18.0,4,30783.0,4346,30783.0,494.0,89,14,4,12,0.016047297297297296,-10,Female,Bachelor,Married,Star,Standard,2017,11,False
12.0,7,17119.0,11458,17119.0,506.0,91,5,7,12,0.02955607476635514,2,Male,Bachelor,Married,Star,Standard,2016,5,False
15.0,11,23890.0,21614,23890.0,607.0,109,4,11,12,0.025407057050772258,7,Female,Bachelor,Married,Aurora,Standard,2013,11,False
1.0,1,1559.0,1559,1559.0,351.0,63,0,1,12,0.225,1,Male,College,Single,Nova,Standard,2018,10,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,College,Married,Star,Standard,2014,1,True
7.0,7,15007.0,15007,15007.0,475.0,86,0,7,12,0.0316497867803838,7,Female,Bachelor,Married,Star,Standard,2018,10,False
20.0,11,31448.0,12919,31448.0,0.0,0,9,11,12,0.0,2,Male,Bachelor,Single,Nova,Standard,2017,6,False
25.0,15,27005.0,12983,27005.0,653.0,118,10,15,12,0.02417981189365326,5,Female,College,Married,Aurora,Standard,2014,9,False
19.0,12,30623.0,19381,30623.0,1215.0,219,7,12,12,0.039674764890282134,5,Female,College,Divorced,Star,Standard,2017,10,False
14.0,6,21853.0,9692,21853.0,500.0,90,8,6,12,0.02287910679967054,-2,Female,Bachelor,Divorced,Nova,Standard,2015,4,False
28.0,15,44846.0,22522,44846.0,567.0,102,13,15,12,0.012642986152919929,2,Male,Bachelor,Married,Nova,Standard,2014,3,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,Master,Single,Star,Standard,2014,10,True
29.0,15,43501.0,25000,43501.0,1761.0,325,14,15,12,0.0414233828329732,1,Female,College,Single,Star,Standard,2017,4,False
21.0,14,27444.0,19944,27444.0,0.0,0,7,14,12,0.0,7,Male,Bachelor,Married,Aurora,Standard,2015,10,False
14.0,14,19006.0,19006,19006.0,538.0,97,0,14,12,0.028305361182722154,14,Male,Bachelor,Single,Nova,Standard,2018,7,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,Bachelor,Divorced,Star,Standard,2015,3,True
23.0,12,40867.0,23485,40867.0,381.0,69,11,12,12,0.009322697465009298,1,Female,Bachelor,Married,Star,Standard,2012,10,False
17.0,11,33762.0,21794,33762.0,0.0,0,6,11,12,0.0,5,Male,College,Single,Star,Standard,2016,7,False
19.0,11,27413.0,19425,27413.0,0.0,0,8,11,12,0.0,3,Female,High School or Below,Married,Star,Standard,2018,1,False
12.0,6,18816.0,13248,18816.0,0.0,0,6,6,12,0.0,0,Female,Bachelor,Divorced,Nova,Standard,2013,1,False
13.0,8,16999.0,10864,16999.0,421.0,76,5,8,12,0.024764705882352942,3,Male,Bachelor,Married,Star,Standard,2013,8,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,Bachelor,Married,Nova,Standard,2013,5,True
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,College,Married,Star,Standard,2015,1,True
25.0,10,41977.0,15898,41977.0,0.0,0,15,10,12,0.0,-5,Female,Bachelor,Married,Star,Standard,2017,1,False
22.0,11,30401.0,17073,30401.0,720.0,130,11,11,12,0.023682652457075192,0,Female,Bachelor,Married,Star,Standard,2015,7,False
18.0,8,34174.0,13744,34174.0,1315.0,236,10,8,12,0.03847841989758596,-2,Male,High School or Below,Married,Nova,Standard,2014,8,False
8.0,7,10664.0,9216,10664.0,879.0,158,1,7,12,0.08241912798874824,6,Female,Bachelor,Single,Star,Standard,2018,5,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,College,Single,Nova,Standard,2017,2,True
0.0,0,0.0,0,0.0,0.0,0,0,0,11,0.0,0,Male,College,Single,Nova,2018 Promotion,2018,3,False
17.0,7,25134.0,6613,25134.0,0.0,0,10,7,12,0.0,-3,Male,College,Single,Star,Standard,2012,11,False
4.0,4,7968.0,7968,7968.0,0.0,0,0,4,12,0.0,4,Female,Bachelor,Married,Nova,Standard,2018,11,False
21.0,11,29401.0,14993,29401.0,1203.0,217,10,11,12,0.04091558397387933,1,Female,Master,Divorced,Aurora,Standard,2013,4,False
13.0,0,15145.0,0,15145.0,0.0,0,13,0,12,0.0,-13,Female,Bachelor,Married,Aurora,Standard,2014,6,False
18.0,8,33182.0,14136,33182.0,567.0,102,10,8,12,0.01708706265256306,-2,Female,College,Single,Star,Standard,2015,12,False
24.0,14,34044.0,17044,34044.0,475.0,86,10,14,12,0.013952122191217506,4,Female,Bachelor,Divorced,Star,Standard,2014,10,False
24.0,11,41632.0,16350,41632.0,1365.0,246,13,11,12,0.03278649148511998,-2,Female,Bachelor,Married,Nova,Standard,2017,6,False
15.0,8,17444.0,10100,17444.0,429.0,77,7,8,12,0.024591573516766982,1,Male,College,Single,Aurora,Standard,2016,10,False
13.0,13,11227.0,11227,11227.0,0.0,0,0,13,12,0.0,13,Female,Bachelor,Single,Nova,Standard,2018,6,False
14.0,12,27437.0,23103,27437.0,0.0,0,2,12,12,0.0,10,Male,High School or Below,Married,Star,Standard,2012,8,False
22.0,10,26297.0,13137,26297.0,424.0,76,12,10,12,0.01612289907977793,-2,Female,High School or Below,Married,Star,Standard,2017,3,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,Bachelor,Divorced,Star,Standard,2012,10,False
13.0,11,23666.0,19617,23666.0,565.0,102,2,11,12,0.0238729031985465,9,Female,Bachelor,Married,Nova,Standard,2014,1,False
27.0,14,44345.0,26414,44345.0,1391.0,250,13,14,12,0.03136697785595093,1,Female,Bachelor,Married,Star,Standard,2016,5,False
12.0,8,19086.0,10374,19086.0,0.0,0,4,8,12,0.0,4,Male,Doctor,Married,Aurora,Standard,2018,5,False
13.0,0,26733.0,0,26733.0,0.0,0,13,0,12,0.0,-13,Female,College,Married,Star,Standard,2013,1,True
35.0,18,62284.0,35800,62284.0,0.0,0,17,18,12,0.0,1,Female,Bachelor,Married,Star,Standard,2016,12,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,Bachelor,Married,Star,Standard,2016,12,True
1.0,0,2175.0,0,2175.0,0.0,0,1,0,12,0.0,-1,Female,Master,Married,Nova,Standard,2017,6,True
15.0,10,23258.0,16430,23258.0,409.0,74,5,10,12,0.017584590911045188,5,Male,Bachelor,Married,Nova,Standard,2017,8,False
38.0,21,56072.0,32804,56072.0,1761.0,347,17,21,12,0.03434808196458188,4,Female,Master,Single,Nova,Standard,2018,5,False
29.0,16,49557.0,27092,49557.0,0.0,0,13,16,12,0.0,3,Female,Bachelor,Married,Star,Standard,2016,4,False
23.0,12,34521.0,18299,34521.0,898.0,162,11,12,12,0.026012397891199815,1,Male,College,Married,Star,Standard,2014,6,False
18.0,12,33831.0,25125,33831.0,483.0,87,6,12,12,0.01427642468668716,6,Female,Bachelor,Married,Star,Standard,2015,1,False
22.0,16,28410.0,18956,28410.0,0.0,0,6,16,12,0.0,10,Male,Bachelor,Married,Nova,Standard,2013,10,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,Bachelor,Married,Nova,Standard,2018,12,False
21.0,11,35808.0,20053,35808.0,0.0,0,10,11,12,0.0,1,Male,Bachelor,Married,Star,Standard,2017,4,False
27.0,17,41157.0,25592,41157.0,0.0,0,10,17,12,0.0,7,Male,College,Single,Nova,Standard,2018,12,False
22.0,15,22148.0,14078,22148.0,1152.0,208,7,15,12,0.05201137748882568,8,Female,College,Single,Nova,Standard,2013,5,False
17.0,13,29505.0,21912,29505.0,524.0,94,4,13,12,0.017759099844099506,9,Female,College,Single,Nova,Standard,2015,12,False
24.0,20,37191.0,31163,37191.0,1173.0,211,4,20,12,0.03153904065390407,16,Female,College,Married,Nova,Standard,2013,8,False
17.0,6,33072.0,11186,33072.0,342.0,62,11,6,12,0.010340761346113144,-5,Female,Bachelor,Single,Star,Standard,2017,11,False
16.0,6,20770.0,6582,20770.0,0.0,0,10,6,12,0.0,-4,Male,Bachelor,Married,Star,Standard,2017,8,False
15.0,9,27597.0,19149,27597.0,0.0,0,6,9,12,0.0,3,Female,High School or Below,Married,Star,Standard,2014,3,False
22.0,13,41322.0,24362,41322.0,856.0,154,9,13,12,0.020714856133388186,4,Male,Bachelor,Married,Aurora,Standard,2015,8,False
5.0,2,4970.0,2886,4970.0,0.0,0,3,2,12,0.0,-1,Female,Bachelor,Married,Star,Standard,2014,12,False
30.0,13,41205.0,23744,41205.0,368.0,66,17,13,12,0.008930738242003591,-4,Male,Bachelor,Married,Aurora,Standard,2014,5,False
10.0,7,14980.0,10147,14980.0,0.0,0,3,7,12,0.0,4,Female,College,Single,Star,Standard,2016,1,True
15.0,8,22246.0,12152,22246.0,0.0,0,7,8,12,0.0,1,Female,Bachelor,Single,Star,Standard,2013,7,False
16.0,10,21931.0,13640,21931.0,1200.0,216,6,10,12,0.05471457231442641,4,Female,Bachelor,Married,Star,Standard,2016,4,False
10.0,5,12018.0,6049,12018.0,0.0,0,5,5,12,0.0,0,Female,College,Single,Star,Standard,2016,11,False
7.0,5,10075.0,8627,10075.0,0.0,0,2,5,12,0.0,3,Male,Bachelor,Divorced,Nova,Standard,2018,5,False
12.0,12,16236.0,16236,16236.0,565.0,102,0,12,12,0.03479706842396994,12,Male,Bachelor,Divorced,Star,Standard,2018,8,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,Bachelor,Married,Star,Standard,2014,7,True
18.0,10,23434.0,12644,23434.0,0.0,0,8,10,12,0.0,2,Male,College,Married,Nova,Standard,2017,8,False
20.0,8,28904.0,7108,28904.0,836.0,150,12,8,12,0.028922331776509255,-4,Male,Bachelor,Married,Star,Standard,2015,2,False
12.0,5,18922.0,10999,18922.0,0.0,0,7,5,12,0.0,-2,Female,Bachelor,Single,Star,Standard,2017,3,False
27.0,18,40811.0,23826,40811.0,0.0,0,9,18,12,0.0,9,Male,Bachelor,Single,Star,Standard,2017,12,False
6.0,6,8044.0,8044,8044.0,0.0,0,0,6,12,0.0,6,Female,College,Single,Star,Standard,2018,5,False
18.0,11,39967.0,25025,39967.0,0.0,0,7,11,12,0.0,4,Female,Master,Divorced,Star,Standard,2013,1,False
18.0,10,22721.0,10110,22721.0,473.0,85,8,10,12,0.020816829504445033,2,Male,Bachelor,Married,Nova,Standard,2014,11,False
10.0,10,17166.0,17166,17166.0,0.0,0,0,10,12,0.0,10,Female,Bachelor,Married,Aurora,Standard,2018,7,False
17.0,17,31687.0,31687,31687.0,1226.0,220,0,17,12,0.038689724816965414,17,Female,Bachelor,Married,Star,Standard,2014,8,False
16.0,3,24757.0,3791,24757.0,1043.0,188,13,3,12,0.042127797075692704,-10,Female,Bachelor,Married,Nova,Standard,2012,10,False
13.0,8,14677.0,9017,14677.0,0.0,0,5,8,12,0.0,3,Male,College,Married,Star,Standard,2013,8,False
60.0,52,89625.35999999994,78270,134437.0799999999,511.0,92,33,52,11,0.0033327028807335858,19,Male,Bachelor,Divorced,Star,2018 Promotion,2018,2,False
25.0,17,44949.0,29622,44949.0,539.0,97,8,17,12,0.011991101223581758,9,Male,Bachelor,Married,Star,Standard,2016,7,False
24.0,17,32297.0,23589,32297.0,0.0,0,7,17,12,0.0,10,Female,Bachelor,Divorced,Nova,Standard,2012,10,False
21.0,8,23496.0,9593,23496.0,0.0,0,13,8,12,0.0,-5,Male,College,Single,Star,Standard,2015,10,False
21.0,14,35442.0,22231,35442.0,0.0,0,7,14,12,0.0,7,Male,Master,Single,Nova,Standard,2012,7,False
13.0,7,25443.0,14558,25443.0,0.0,0,6,7,12,0.0,1,Male,Bachelor,Single,Star,Standard,2015,2,False
17.0,6,20502.0,7234,20502.0,517.0,93,11,6,12,0.02521582207481832,-5,Male,Bachelor,Married,Star,Standard,2013,4,False
21.0,10,30020.0,10766,30020.0,655.0,118,11,10,12,0.02181806069084974,-1,Male,Bachelor,Married,Aurora,Standard,2013,3,False
16.0,2,24683.0,2173,24683.0,477.0,86,14,2,12,0.019324258629071462,-12,Male,College,Divorced,Star,Standard,2016,8,False
0.0,0,0.0,0,0.0,0.0,0,0,0,11,0.0,0,Female,Master,Divorced,Star,2018 Promotion,2018,4,False
11.0,10,17873.0,16871,17873.0,543.0,98,1,10,12,0.030379321920107418,9,Male,Bachelor,Married,Star,Standard,2016,7,False
16.0,7,27072.0,10898,27072.0,0.0,0,9,7,12,0.0,-2,Male,Bachelor,Married,Nova,Standard,2017,4,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,College,Single,Star,Standard,2016,5,True
18.0,6,26931.0,8943,26931.0,593.0,107,12,6,12,0.02201841675330462,-6,Male,Bachelor,Divorced,Aurora,Standard,2016,5,False
19.0,10,27292.0,13254,27292.0,446.0,80,9,10,12,0.016341186384787307,1,Female,Bachelor,Married,Star,Standard,2012,11,False
15.0,8,23498.0,10644,23498.0,802.0,144,7,8,12,0.03412911187710115,1,Female,College,Single,Aurora,Standard,2014,4,False
14.0,7,28326.0,12420,28326.0,0.0,0,7,7,12,0.0,0,Male,Bachelor,Married,Nova,Standard,2017,3,False
18.0,9,29851.0,17875,29851.0,1761.0,347,9,9,12,0.06451829023181026,0,Female,Bachelor,Single,Nova,Standard,2015,8,False
20.0,6,35608.0,9377,35608.0,352.0,63,14,6,12,0.009885141396837879,-8,Female,College,Single,Aurora,Standard,2013,5,False
7.0,2,13085.0,4678,13085.0,0.0,0,5,2,12,0.0,-3,Female,Bachelor,Married,Nova,Standard,2013,2,False
19.0,4,24472.0,6420,24472.0,474.0,85,15,4,12,0.019368283414375024,-11,Female,Bachelor,Divorced,Nova,Standard,2016,5,False
17.0,8,24915.0,13829,24915.0,605.0,109,9,8,12,0.024281586129394767,-1,Male,Master,Married,Star,Standard,2015,7,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,Bachelor,Married,Nova,Standard,2013,3,True
25.0,23,48752.0,45786,73128.0,971.0,175,2,23,11,0.013277906165816571,21,Female,College,Married,Star,2018 Promotion,2018,2,False
